TIPOLOGIA,ESSENZA,UBICAZIONE,LUOGO,CIRCOSCR,VIA,DISPOSIZ,POSIZ,ALTEZZA,DIAMFUSTO,NOTEGENER,TIPOFOGLIA
Albero,PINUS HALEPENSIS,ZONA CENTRO,Via,Spine Bianche,ND,Isolato,Tornello con cordolo,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,PINUS HALEPENSIS,ZONA CENTRO,Aiuola,Spine Bianche,ND,Isolato,Aiuola,4) 16m = 23m,3) 50cm=100cm,ND,Sempreverde
Albero,PINUS HALEPENSIS,ZONA CENTRO,Aiuola,Spine Bianche,ND,Isolato,Aiuola,3) 12m = 16m,3) 50cm=100cm,ND,Sempreverde
Albero,EUCALYPTUS SP,ZONA CENTRO,Aiuola,Spine Bianche,ND,Isolato,Aiuola,3) 12m = 16m,4) >100cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,ZONA CENTRO,Aiuola,Spine Bianche,ND,Isolato,Aiuola,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,ZONA CENTRO,Aiuola,Spine Bianche,ND,Isolato,Aiuola,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,ZONA CENTRO,Aiuola,Spine Bianche,ND,Isolato,Aiuola,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,ZONA CENTRO,Aiuola,Spine Bianche,ND,Isolato,Aiuola,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,PINUS HALEPENSIS,ZONA CENTRO,Aiuola,Spine Bianche,ND,Isolato,Aiuola,3) 12m = 16m,3) 50cm=100cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,ZONA CENTRO,Aiuola,Spine Bianche,ND,Isolato,Aiuola,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,ZONA CENTRO,Aiuola,Spine Bianche,ND,Isolato,Aiuola,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,ND,ZONA CENTRO,Aiuola,Spine Bianche,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,falso gelsomino,ND
Albero,PINUS HALEPENSIS,ZONA CENTRO,Aiuola,Spine Bianche,ND,Isolato,Aiuola,3) 12m = 16m,3) 50cm=100cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,ZONA CENTRO,Aiuola,Spine Bianche,ND,Isolato,Aiuola,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,PINUS HALEPENSIS,ZONA CENTRO,Aiuola,Spine Bianche,ND,Isolato,Aiuola,3) 12m = 16m,3) 50cm=100cm,ND,Sempreverde
Albero,PINUS HALEPENSIS,ZONA CENTRO,Aiuola,Spine Bianche,ND,Isolato,Aiuola,2) 6m = 12m,3) 50cm=100cm,ND,Sempreverde
Albero,PINUS HALEPENSIS,ZONA CENTRO,Aiuola,Spine Bianche,ND,Isolato,Aiuola,3) 12m = 16m,3) 50cm=100cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,ZONA PAIP,Aiuola,San Giacomo,Via Trabaci,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,ZONA PAIP,Aiuola,San Giacomo,Via Trabaci,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,ZONA PAIP,Aiuola,San Giacomo,Via Trabaci,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,MELIA AZEDARACH,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,QUERCUS ILEX,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,MELIA AZEDARACH,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,MELIA AZEDARACH,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,QUERCUS ROBUR,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,QUERCUS ROBUR,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,QUERCUS ROBUR,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,QUERCUS ROBUR,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,QUERCUS ROBUR,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,QUERCUS ROBUR,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,QUERCUS SP.,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,ND
Albero,QUERCUS SP.,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,ND
Albero,PINUS PINEA,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,3) 12m = 16m,3) 50cm=100cm,ND,Sempreverde
Albero,PINUS PINEA,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,3) 12m = 16m,3) 50cm=100cm,ND,Sempreverde
Albero,PINUS PINEA,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,3) 12m = 16m,3) 50cm=100cm,ND,Sempreverde
Albero,"CUPRESSUS ARIZONICA ""CONICA""",PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,"CUPRESSUS ARIZONICA ""CONICA""",PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,OLEA EUROPAEA,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,OLEA EUROPAEA,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,OLEA EUROPAEA,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,ARBUTUS UNEDO,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,ARBUTUS UNEDO,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERATONIA SILIQUA,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERATONIA SILIQUA,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,OLEA EUROPAEA,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,FICUS CARICA,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,FICUS CARICA,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,LAURUS NOBILIS,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SP.,ZONA CENTRO,Giardino,Centro,ND,Filare,Prato,1) <= 6m,1) <= 20cm,ND,ND
Albero,CUPRESSUS SP.,ZONA CENTRO,Giardino,Centro,ND,Filare,Prato,1) <= 6m,1) <= 20cm,ND,ND
Albero,CUPRESSUS SP.,ZONA CENTRO,Giardino,Centro,ND,Filare,Prato,1) <= 6m,1) <= 20cm,ND,ND
Albero,CUPRESSUS SP.,ZONA CENTRO,Giardino,Centro,ND,Filare,Prato,1) <= 6m,1) <= 20cm,ND,ND
Albero,CUPRESSUS SP.,ZONA CENTRO,Giardino,Centro,ND,Filare,Prato,1) <= 6m,1) <= 20cm,ND,ND
Albero,CUPRESSUS SP.,ZONA CENTRO,Giardino,Centro,ND,Filare,Prato,1) <= 6m,1) <= 20cm,ND,ND
Albero,CUPRESSUS SP.,ZONA CENTRO,Giardino,Centro,ND,Filare,Prato,1) <= 6m,1) <= 20cm,ND,ND
Albero,CUPRESSUS SP.,ZONA CENTRO,Giardino,Centro,ND,Filare,Prato,1) <= 6m,1) <= 20cm,ND,ND
Albero,CUPRESSUS SP.,ZONA CENTRO,Giardino,Centro,ND,Filare,Prato,1) <= 6m,1) <= 20cm,ND,ND
Albero,CUPRESSUS SP.,ZONA CENTRO,Giardino,Centro,ND,Filare,Prato,1) <= 6m,1) <= 20cm,ND,ND
Albero,CUPRESSUS SP.,ZONA CENTRO,Giardino,Centro,ND,Filare,Prato,1) <= 6m,1) <= 20cm,ND,ND
Albero,CUPRESSUS SP.,ZONA CENTRO,Giardino,Centro,ND,Filare,Prato,1) <= 6m,1) <= 20cm,ND,ND
Albero,LIGUSTRUM VULGARE,ZONA CENTRO,Giardino,Centro,ND,Isolato,Prato,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERATONIA SILIQUA,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Tornello con cordolo,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERATONIA SILIQUA,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Tornello con cordolo,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERATONIA SILIQUA,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Tornello con cordolo,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERATONIA SILIQUA,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Tornello con cordolo,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERATONIA SILIQUA,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Tornello con cordolo,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERATONIA SILIQUA,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Tornello con cordolo,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERATONIA SILIQUA,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Tornello con cordolo,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERATONIA SILIQUA,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Tornello con cordolo,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERATONIA SILIQUA,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Tornello con cordolo,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERCIS SILIQUASTRUM,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Tornello con cordolo,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,CERCIS SILIQUASTRUM,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Tornello con cordolo,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,"PRUNUS CERASIFERA ""PISSARDII""",ZONA CENTRO,Via,Centro,ND,Filare,Tornello con cordolo,1) <= 6m,1) <= 20cm,ND,ND
Albero,"PRUNUS CERASIFERA ""PISSARDII""",ZONA CENTRO,Via,Centro,ND,Filare,Tornello con cordolo,1) <= 6m,1) <= 20cm,ND,ND
Albero,TILIA PLATYPHYLLOS,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,TILIA PLATYPHYLLOS,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,"PRUNUS CERASIFERA ""PISSARDII""",ZONA CENTRO,Aiuola,Centro,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,ND
Albero,"PRUNUS CERASIFERA ""PISSARDII""",ZONA CENTRO,Aiuola,Centro,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,ND
Albero,PINUS HALEPENSIS,ZONA CENTRO,Aiuola stradale,Centro,Via Dante Alighieri,Isolato,Aiuola,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,"PRUNUS CERASIFERA ""PISSARDII""",ZONA CENTRO,Aiuola,Centro,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,ND
Albero,ULMUS MINOR,ZONA CENTRO,Giardino,Serra Venerdi,ND,Isolato,Aiuola,3) 12m = 16m,2) 20cm=50cm,ND,Caduca
Albero,ULMUS MINOR,ZONA CENTRO,Giardino,Serra Venerdi,ND,Isolato,Aiuola,3) 12m = 16m,2) 20cm=50cm,ND,Caduca
Albero,ACACIA DEALBATA,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,WASHINGTONIA FILIFERA,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CHAMAEROPS HUMILIS,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,YUCCA SP,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,ULMUS MINOR,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Caduca
Albero,ULMUS MINOR,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Caduca
Albero,ULMUS MINOR,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Caduca
Albero,ULMUS MINOR,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Caduca
Albero,ROBINIA PSEUDOACACIA,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Aiuola,1) <= 6m,2) 20cm=50cm,ND,Caduca
Albero,ROBINIA PSEUDOACACIA,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,LAURUS NOBILIS,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,ULMUS MINOR,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Aiuola,3) 12m = 16m,2) 20cm=50cm,ND,Caduca
Albero,POPULUS NIGRA,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Aiuola,4) 16m = 23m,2) 20cm=50cm,ND,Caduca
Albero,POPULUS NIGRA,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Aiuola,4) 16m = 23m,2) 20cm=50cm,ND,Caduca
Albero,POPULUS NIGRA,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Aiuola,4) 16m = 23m,2) 20cm=50cm,ND,Caduca
Albero,ACER SP.,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,ND
Albero,ACER SP.,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,ND
Albero,ACER SP.,ZONA CENTRO,Aiuola,Centro,ND,Isolato,Aiuola,1) <= 6m,1) <= 20cm,ND,ND
Albero,QUERCUS ROBUR,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,QUERCUS ROBUR,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,QUERCUS TROJANA,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,ACACIA DEALBATA,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,QUERCUS SP.,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,ND
Albero,CEDRUS DEODARA,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ROBUR,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,MELIA AZEDARACH,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,MELIA AZEDARACH,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,PLATANUS ACERIFOLIA,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,MELIA AZEDARACH,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,MELIA AZEDARACH,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,MELIA AZEDARACH,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,MELIA AZEDARACH,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,MELIA AZEDARACH,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,2) 20cm=50cm,ND,Caduca
Albero,MELIA AZEDARACH,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,MELIA AZEDARACH,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,2) 20cm=50cm,ND,Caduca
Albero,MELIA AZEDARACH,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,FRAXINUS EXCELSIOR,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,FRAXINUS EXCELSIOR,ZONA PAIP,Giardino,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,MELIA AZEDARACH,ZONA PAIP,Aiuola,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,2) 20cm=50cm,ND,Caduca
Albero,PRUNUS DULCIS,ZONA PAIP,Aiuola,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,MELIA AZEDARACH,ZONA PAIP,Aiuola,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,2) 20cm=50cm,ND,Caduca
Albero,MELIA AZEDARACH,ZONA PAIP,Aiuola,San Giacomo,ND,Gruppo,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,PINUS PINEA,ZONA PAIP,Aiuola,San Giacomo,ND,Gruppo,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,PINUS PINEA,ZONA PAIP,Aiuola,San Giacomo,ND,Gruppo,Aiuola,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,PINUS PINEA,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,PINUS HALEPENSIS,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,2) 6m = 12m,3) 50cm=100cm,ND,Sempreverde
Albero,PINUS HALEPENSIS,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,2) 6m = 12m,3) 50cm=100cm,ND,Sempreverde
Albero,PINUS PINEA,PICCIANELLO,Aiuola,Spine Bianche,VIa Alessandro Manzoni,Gruppo,ND,2) 6m = 12m,3) 50cm=100cm,ND,Sempreverde
Albero,PINUS PINEA,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,2) 6m = 12m,3) 50cm=100cm,ND,Sempreverde
Albero,"CUPRESSUS ARIZONICA ""CONICA""",PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,PICCIANELLO,Aiuola,Spine Bianche,ND,Gruppo,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,CEDRUS DEODARA,PICCIANELLO,Aiuola,Spine Bianche,VIa Alessandro Manzoni,Gruppo,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,TILIA CORDATA,PICCIANELLO,Aiuola,Spine Bianche,VIa Alessandro Manzoni,Gruppo,ND,1) <= 6m,2) 20cm=50cm,ND,Sempreverde
Albero,PINUS PINEA,PICCIANELLO,Aiuola,Spine Bianche,VIa Alessandro Manzoni,Gruppo,ND,3) 12m = 16m,3) 50cm=100cm,ND,Sempreverde
Albero,PINUS HALEPENSIS,PICCIANELLO,Aiuola,Spine Bianche,VIa Alessandro Manzoni,Gruppo,ND,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,PINUS HALEPENSIS,PICCIANELLO,Aiuola,Spine Bianche,VIa Alessandro Manzoni,Gruppo,ND,3) 12m = 16m,2) 20cm=50cm,sciabolato,Sempreverde
